ID,english,label,pred_english,conf_english
1163,Iga top!,0,0,"0.9980347752571106,0.001965228235349059"
1164,{USERNAME}: The same applies to pedophiles. They are completely unbothered by pro-pedophile organizations at pride parades and within the ranks of European leftists.,0,0,"0.8483899831771851,0.15161000192165375"
1165,"{USERNAME}: Okay. According to this definition, was Stalin a leftist or a rightist? What about Lenin? Do you have any information about Mao Zedong’s religious beliefs and how often he prayed?",0,0,"0.9934590458869934,0.00654103746637702"
1166,"{USERNAME}: Whether the organization is sh*tty or not, you’re the one breaking the law by driving past a no-entry sign. I wonder if you’d explain it the same way to the police if they caught you 50 meters past the sign. They’d surely just give you a warning ( ͡° ͜ʖ ͡°)",0,0,"0.8314793705940247,0.16852062940597534"
1167,A brokerage house and a bank are completely different companies.,0,0,"0.9991752505302429,0.0008246895740740001"
1168,"Adam, say something about Allah (╭☞σ ͜ʖσ)╭☞",0,0,"0.9976576566696167,0.0023423186503350735"
1169,"{USERNAME}: Give me those projects that went to the USSR and later surfaced as 'Made in the USSR,' I want to educate myself.",0,0,"0.9558629393577576,0.044137079268693924"
1170,"{USERNAME}: They forced me to do this act once before communion, and I immediately felt it was totally embarrassing and something was off.",0,0,"0.9265231490135193,0.07347681373357773"
1171,"These fake pizzerias operated for years by employing people on junk contracts or under the table, with low prices for pizza learned from watching YouTube tutorials. {USERNAME}: And now they won’t hire at all, and people will be sitting on welfare. ( ͡° ͜ʖ ͡°)",0,0,"0.8580767512321472,0.14192326366901398"
1172,"No, it’s great. We need to introduce the same system in Poland and the EU.",0,0,"0.9997127652168274,0.0002872520126402378"
1173,"{USERNAME}: Yes, they are. Above all, the progressive impoverishment of society means that common crimes are becoming more widespread.",0,0,"0.8527783155441284,0.1472216546535492"
1174,A principal in one company might be the equivalent of a mid in another company. It’s just a label. They’re simply looking for a programmer. {USERNAME}: A mid for 50k gross?,0,0,"0.9836570620536804,0.0163428895175457"
1175,"At the table, whether it’s a holiday (though I admit we drink little during holidays, more lightly), but at a barbecue, it’s more intense, I always say, 'Drink, drink, I’ll watch' xd, it’s a bit of a cheeky move, but at our place, there’s no bad vibe after alcohol, meaning no one does anything stupid like breaking windows, etc. Everyone just goes their own way, and thanks for the great barbecue. I also have a beer from time to time, but I can go six months without touching one (I don’t drink anything stronger), but when I see Mirabelkowe beer, I immediately feel the taste of 'childhood' xd.",0,0,"0.9990009665489197,0.0009990338003262877"
1176,"{USERNAME}: They don’t want to pay the bank a 5k installment, so they’ll pay 5k for rent :)",0,0,"0.8012634515762329,0.19873656332492828"
1177,">It doesn’t have to be complete, certain, and hasn’t changed in outline for over 60 years {USERNAME}: What’s 60 years... Before Copernicus’s 'On the Revolutions of the Celestial Spheres' was published, _hundreds of years_ passed before people changed their views... Previous theories were polished to the max ;)",0,0,"0.967985212802887,0.032014816999435425"
1178,Nice concrete mace.,0,0,"0.9991218447685242,0.0008781575015746057"
1179,"{USERNAME}: So, according to these activists, in their 'radically progressive social democracy,' LGBT individuals play a key role, clearly linking their worldview with non-heteronormative people, rejecting the notion that these are their private views unrelated to LGBT activism? Right?",0,0,"0.9157522320747375,0.08424781262874603"
1180,"{USERNAME}: I was recently in my hometown, and the parking lot in front of 'my' parish church, after reconstruction, is 1/4 of what it used to be. ¯_(ツ)_/¯",0,0,"0.9937160611152649,0.006283970549702644"
1181,"This problem wouldn’t be so widespread if some greedy person hadn’t bought up properties from the market to run their semi-ethical businesses at the expense of people’s need for a roof over their heads – because those people would have simply bought their own homes instead of trying to outsmart each other ¯\(ツ)/¯ – but since someone ruined the entire real estate market with their greed and desire for 'steady income,' well, that’s the situation we’re in.",0,0,"0.994738757610321,0.005261246580630541"
1182,{USERNAME}: [surname] is a reality-detached old man who was sidelined to the back seat by his own party.,0,0,"0.8424217104911804,0.15757831931114197"
1183,"{USERNAME}: And how often do they replace them? I replace mine when the old one wears out (every few years). I work in IT, everyone at work does the same, one guy still has an iPhone 6. I think people mostly replace them because they sign a contract and get a phone from the operator for a zloty or some other ridiculous price.",0,0,"0.986369252204895,0.013630782254040241"
1184,"Someone goes to these elections and votes. Apparently, most Hungarians are fine with it... and it’s nobody’s business. {USERNAME}: It’s hard for them to vote differently with such propaganda: {URL} The electoral system itself isn’t without issues either: {URL} {URL}",0,0,"0.8354898691177368,0.16451013088226318"
1185,"{USERNAME}: There were barely three words in that sentence, and you still didn’t get it.",0,0,"0.9593459367752075,0.04065406695008278"
1186,"{USERNAME}: At the right moment, you’ll either have a bloody uprising, or you’ll simply collapse, and there will be no more Poland or Poles. I’m very sorry, but a Pole is foolish before and after harm, and the weakest (meaning those who were naive, full of foolish empathy, and fell for lies and manipulations) – they simply get eliminated. That’s life.",0,1,"0.07351104170084,0.9264889359474182"
1187,"Authoritarians together 50%, 34 + 14. There’s no saving this country.",0,0,"0.9986574649810791,0.001342530595138669"
1188,{USERNAME}: What the heck are you smoking? Change that herb because it’s messing with your brain.,0,0,"0.9435403943061829,0.05645964667201042"
1189,"Imagine you’re the president, and a bill lands on your desk with the following provisions: Commission members will have the right to conduct hearings and surveillance (purely by chance, before elections). They can waive attorney-client, medical, legal, and journalistic privilege. They can ban a person from holding public office for 10 years. Commission members bear NO consequences for their actions as long as they’re performed within the scope of the commission’s work. Commission meetings will be confidential. There will be no appeals against the measures taken by the commission.",0,0,"0.9977582693099976,0.002241662470623851"
1190,"I’m the first to complain about 'ciurps' because it’s a pathology in itself, but what’s been happening with Uber and Bolt in Warsaw lately is a disaster. The worst group is Georgians (about whom you can’t say a bad word in Poland because they’re great friends of L. Kaczyński). The cars they drive are falling apart before your eyes, reckless driving is an understatement, and they’re increasingly getting into arguments with other drivers at traffic lights. I don’t even want to know how many times I rode with a drunk driver, but statistics show it’s becoming more common among them. A friend who drives for these apps told me recently that drivers from other countries use fake documents that the algorithm can’t reject, so in case of an accident, they abandon the car and flee.",0,0,"0.7685908675193787,0.23140913248062134"
1191,"{USERNAME}: Nope, less.",0,0,"0.9503775238990784,0.04962252080440521"
1192,And how many bans were handed out on social media platforms for writing about the leak!,0,0,"0.996559202671051,0.003440731903538108"
1193,"This whole Netflix thing reminded me that I’m paying for the service, and a few friends are 'using' it. I haven’t watched anything there since the last 'Money Heist.' I let them know I’m stopping the payment. From what I know, none of them subscribed because they don’t care that much. If Netflix had stayed quiet, I’d probably still be paying for who knows how many more years.",0,0,"0.9994105100631714,0.0005895388894714415"
1194,"{USERNAME}: Show me a heat pump with a COP above 4 at -15°C. Not from an advertising brochure, but on some forum, even one for enthusiasts.",0,0,"0.9984436631202698,0.0015563879860565066"
1195,{USERNAME}: I still remember the times when newspapers and media were shouting to buy diesel cars for environmental reasons and move away from gasoline.,0,0,"0.9876281023025513,0.012371947057545185"
1196,"But that’s what they teach in driving school. {USERNAME}: Maybe some sticklers in Warsaw, elsewhere they teach common sense.",0,0,"0.9384645223617554,0.06153541058301926"
1197,"So when these kinds of crappy articles come out, it’s a sure sign the radiation is too high, they just don’t want to cause panic... {URL}",0,0,"0.8817324042320251,0.11826764792203903"
1198,"Seriously, they kept warheads near the border.",0,0,"0.8838775753974915,0.11612241715192795"
1199,"{USERNAME}: Rather unlikely in Poland, but miracles do happen ( ͡º ͜ʖ͡º)",0,0,"0.9101071953773499,0.08989287167787552"
1200,"{USERNAME}: Ooo, I see we have a friend here baptized with a pocket knife.",0,0,"0.9839179515838623,0.01608208194375038"
1201,"{USERNAME}: AI spouts such nonsense on specialized topics that it stings the eyes, especially in law. And don’t say it can be done because even in favorable conditions, there are too many variables affecting the verdict and their weight. Years of study and, more importantly, practice – this isn’t an assembly line.",0,0,"0.9700311422348022,0.02996891178190708"
